log_leafP_sitemean,Species,log_leafP
-0.198331556,Castanopsis sclerophylla,-0.214670165
-0.198331556,Castanopsis sclerophylla,-0.148741651
-0.198331556,Clerodendrum cyrtophyllum,-0.036212173
-0.198331556,Clerodendrum cyrtophyllum,0.071882007
-0.198331556,Clerodendrum cyrtophyllum,0.093421685
-0.198331556,Cleyera japonica,-0.408935393
-0.198331556,Cleyera japonica,-0.318758763
-0.198331556,Cleyera japonica,-0.356547324
-0.198331556,Cleyera japonica,-0.346787486
-0.198331556,Cunninghamia lanceolata,-0.26760624
-0.198331556,Cunninghamia lanceolata,-0.207608311
-0.198331556,Cunninghamia lanceolata,-0.13667714
-0.198331556,Cyclobalanopsis glauca,-0.346787486
-0.198331556,Gardenia jasminoides,-0.187086643
-0.198331556,Gardenia jasminoides,-0.187086643
-0.198331556,Gardenia jasminoides,-0.229147988
-0.198331556,Gardenia jasminoides,-0.15490196
-0.198331556,Gardenia jasminoides,-0.075720714
-0.198331556,Gardenia jasminoides,-0.15490196
-0.198331556,Glochidion puberum,-0.200659451
-0.198331556,Glochidion puberum,-0.107905397
-0.198331556,Glochidion puberum,-0.055517328
-0.198331556,Liquidambar formosana,-0.229147988
-0.198331556,Liquidambar formosana,-0.13076828
-0.198331556,Liquidambar formosana,-0.022276395
-0.198331556,Liquidambar formosana,-0.13076828
-0.198331556,Liquidambar formosana,-0.167491087
-0.198331556,Liquidambar formosana,-0.065501549
-0.198331556,Liquidambar formosana,0.004321374
-0.198331556,Lithocarpus glaber,-0.187086643
-0.198331556,Lithocarpus glaber,0.012837225
-0.198331556,Lithocarpus glaber,-0.187086643
-0.198331556,Lithocarpus glaber,-0.148741651
-0.198331556,Lithocarpus glaber,-0.102372909
-0.198331556,Lithocarpus glaber,-0.148741651
-0.198331556,Lithocarpus glaber,-0.148741651
-0.198331556,Quercus acutissima,-0.075720714
-0.198331556,Quercus acutissima,-0.031517051
-0.198331556,Quercus fabri,-0.040958608
-0.198331556,Quercus fabri,-0.075720714
-0.198331556,Schima superba,-0.494850022
-0.198331556,Schima superba,-0.387216143
-0.198331556,Schima superba,-0.327902142
-0.198331556,Schima superba,-0.318758763
-0.198331556,Schima superba,-0.408935393
-0.198331556,Schima superba,-0.408935393
-0.198331556,Schima superba,-0.327902142
-0.198331556,Syzygium buxifolium,-0.318758763
-0.198331556,Syzygium buxifolium,-0.318758763
-0.198331556,Syzygium buxifolium,-0.366531544
-0.198331556,Syzygium buxifolium,-0.318758763
-0.198331556,Ternstroemia gymnanthera,-0.346787486
-0.198331556,Vaccinium bracteatum,-0.48148606
-0.198331556,Vaccinium bracteatum,-0.721246399
-0.198331556,Vaccinium bracteatum,-0.283996656
-0.198331556,Vaccinium bracteatum,-0.229147988
-0.198331556,Vaccinium bracteatum,-0.251811973
0.085562335,Corylus heterophylla,0.118264726
0.085562335,Juglans mandshurica,0.031004281
0.085562335,Euonymus alatus,0.02325246
0.085562335,Vitis amurensis,0.04453976
0.085562335,Celastrus orbiculatus,0.095169351
0.363436916,Caragana rosea,0.440909082
0.363436916,Caragana rosea,0.440909082
0.363436916,Fraxinus mandschurica,0.40654018
0.363436916,Fraxinus mandschurica,0.40654018
0.363436916,Juglans mandshurica,0.456366033
0.363436916,Juglans mandshurica,0.456366033
0.363436916,Maackia amurensis,0.330413773
0.363436916,Maackia amurensis,0.33243846
0.363436916,Phellodendron amurense,0.591064607
0.363436916,Phellodendron amurense,0.591064607
0.363436916,Pinus tabulaeformis,0.089905111
0.363436916,Pinus tabulaeformis,0.089905111
0.363436916,Quercus mongolica,0.399673721
0.363436916,Quercus mongolica,0.399673721
0.363436916,Robinia pseudoacacia,0.404833717
0.363436916,Robinia pseudoacacia,0.404833717
-0.00511996,Corylus heterophylla,-0.077793723
-0.00511996,Periploca sepium,-0.022276395
-0.00511996,Quercus mongolica,0.03702788
-0.00511996,Spiraea blumei,-0.038104526
-0.00511996,Ulmus pumila,0.075546961
0.136344351,Acer triflorum,0.053462605
0.136344351,Corylus heterophylla,0.125806458
0.136344351,Crataegus pinnatifida,0.07371835
0.136344351,Euonymus alatus,0.046885191
0.136344351,Lonicera japonica,0.180125875
0.136344351,Maackia amurensis,0.104145551
0.136344351,Malus baccata,0.100370545
0.136344351,Quercus mongolica,0.140193679
0.136344351,Rubus crataegifolius,0.350635608
0.136344351,Ulmus pumila,0.110926242
0.117451609,Acer triflorum,0.008174184
0.117451609,Acer truncatum,0.159567193
0.117451609,Corylus heterophylla,0.140193679
0.117451609,Crataegus pinnatifida,-0.009661145
0.117451609,Euonymus alatus,0.115277591
0.117451609,Quercus mongolica,0.131939295
0.117451609,Rhamnus davurica,-0.014573526
0.117451609,Rubus crataegifolius,-0.008773924
0.117451609,Ulmus pumila,0.106870544
0.117451609,Lespedeza bicolor,0.266466895
0.162087144,Acer triflorum,0.128399269
0.162087144,Corylus heterophylla,0.078456818
0.162087144,Crataegus pinnatifida,0.197280558
0.162087144,Euonymus alatus,0.112939976
0.162087144,Lespedeza bicolor,0.163757524
0.162087144,Lonicera japonica,0.096214585
0.162087144,Maackia amurensis,0.19893187
0.162087144,Philadelphus schrenkii,0.262688344
0.162087144,Populus davidiana,0.318063335
0.162087144,Populus koreana,0.243286146
0.162087144,Quercus mongolica,0.269746373
0.162087144,Rhamnus globosa,0.011570444
0.162087144,Rosa davurica,0.160768562
0.162087144,Rubus crataegifolius,0.341038632
0.162087144,Salix chaenomeloides,0.25139485
0.162087144,Ulmus pumila,-0.174573882
0.160693402,Corylus heterophylla,0.061452479
0.160693402,Crataegus pinnatifida,0.330007701
0.160693402,Lespedeza bicolor,0.039017322
0.160693402,Malus baccata,0.059941888
0.160693402,Quercus mongolica,0.144574208
0.160693402,Rhamnus davurica,0.16790781
0.160693402,Rosa davurica,0.185542155
0.160693402,Ulmus pumila,0.29710365
0.270623046,Betula platyphylla,0.346352974
0.270623046,Fraxinus mandschurica,0.298853076
0.270623046,Juglans mandshurica,0.416640507
0.270623046,Larix gmelini,0.209515015
0.270623046,Phellodendron amurense,0.546542663
0.270623046,Pinus koraiensis,0.033423755
0.270623046,Pinus sylvestris var. mongolica,-0.008773924
0.270623046,Tilia amurensis,0.307496038
0.092130497,Corylus heterophylla,0.017033339
0.092130497,Euonymus alatus,0.116607744
0.092130497,Lespedeza bicolor,0.031004281
0.092130497,Maackia amurensis,0.028977705
0.092130497,Quercus mongolica,0.207634367
0.092130497,Rhamnus davurica,0.12904506
0.092130497,Rosa davurica,0.114610984
0.17470834,Acer triflorum,0.138302698
0.17470834,Betula platyphylla,0.214048679
0.17470834,Corylus heterophylla,0.180412633
0.17470834,Euonymus alatus,0.09482038
0.17470834,Maackia amurensis,0.074084689
0.17470834,Malus baccata,0.184691431
0.17470834,Quercus mongolica,0.158060794
0.17470834,Rosa davurica,0.204119983
0.17470834,Tilia mandshurica,0.206286044
0.17470834,Ulmus pumila,0.292256071
0.489156627,Fraxinus mandschurica,0.640481437
0.489156627,Fraxinus mandschurica,0.602059991
0.489156627,Juglans mandshurica,0.631443769
0.489156627,Larix gmelini,0.411619706
0.489156627,Pinus koraiensis,0.348304863
0.367968614,Acanthopanax senticosus,0.506505032
0.367968614,Acanthopanax senticosus,0.414973348
0.367968614,Acanthopanax senticosus,0.485721426
0.367968614,Acanthopanax senticosus,0.45331834
0.367968614,Acanthopanax senticosus,0.506505032
0.367968614,Acer mono,0.685741739
0.367968614,Acer mono,0.222716471
0.367968614,Acer mono,0.565847819
0.367968614,Acer mono,0.372912003
0.367968614,Acer mono,0.23299611
0.367968614,Corylus mandshurica,0.271841607
0.367968614,Corylus mandshurica,0.648360011
0.367968614,Corylus mandshurica,0.450249108
0.367968614,Corylus mandshurica,0.399673721
0.367968614,Corylus mandshurica,0.419955748
0.367968614,Crataegus pinnatifida,0.29666519
0.367968614,Crataegus pinnatifida,0.465382851
0.367968614,Crataegus pinnatifida,0.610660163
0.367968614,Crataegus pinnatifida,0.330413773
0.367968614,Crataegus pinnatifida,0.521138084
0.367968614,Euonymus alatus,0.184691431
0.367968614,Euonymus alatus,0.158362492
0.367968614,Euonymus alatus,0.656098202
0.367968614,Euonymus alatus,0.465382851
0.367968614,Euonymus alatus,0.257678575
0.367968614,Fraxinus mandschurica,0.294466226
0.367968614,Fraxinus mandschurica,0.328379603
0.367968614,Fraxinus mandschurica,0.350248018
0.367968614,Fraxinus mandschurica,0.344392274
0.367968614,Fraxinus mandschurica,0.45484486
0.367968614,Juglans mandshurica,0.392696953
0.367968614,Juglans mandshurica,0.40654018
0.367968614,Juglans mandshurica,0.423245874
0.367968614,Juglans mandshurica,0.365487985
0.367968614,Juglans mandshurica,0.499687083
0.367968614,Larix gmelini,0.222716471
0.367968614,Larix gmelini,0.285557309
0.367968614,Larix gmelini,0.401400541
0.367968614,Larix gmelini,0.257678575
0.367968614,Larix gmelini,0.413299764
0.367968614,Lespedeza bicolor,0.274157849
0.367968614,Lespedeza bicolor,0.278753601
0.367968614,Lespedeza bicolor,0.274157849
0.367968614,Lespedeza bicolor,0.315970345
0.367968614,Lespedeza bicolor,0.309630167
0.367968614,Lonicera maackii,0.225309282
0.367968614,Lonicera maackii,0.195899652
0.367968614,Lonicera maackii,0.190331698
0.367968614,Lonicera maackii,0.311753861
0.367968614,Lonicera maackii,0.240549248
0.367968614,Malus baccata,0.079181246
0.367968614,Malus baccata,0.281033367
0.367968614,Malus baccata,0.411619706
0.367968614,Malus baccata,0.167317335
0.367968614,Malus baccata,0.230448921
0.367968614,Philadelphus schrenkii,0.584331224
0.367968614,Philadelphus schrenkii,0.494154594
0.367968614,Philadelphus schrenkii,0.421603927
0.367968614,Philadelphus schrenkii,0.408239965
0.367968614,Philadelphus schrenkii,0.521138084
0.367968614,Pinus koraiensis,0.064457989
0.367968614,Pinus koraiensis,0.064457989
0.367968614,Pinus koraiensis,0.164352856
0.367968614,Pinus koraiensis,0.146128036
0.367968614,Pinus koraiensis,0.307496038
0.367968614,Prunus padus,0.342422681
0.367968614,Prunus padus,0.36361198
0.367968614,Prunus padus,0.139879086
0.367968614,Prunus padus,0.178976947
0.367968614,Prunus padus,0.193124598
0.367968614,Quercus mongolica,0.240549248
0.367968614,Quercus mongolica,0.324282455
0.367968614,Quercus mongolica,0.328379603
0.367968614,Quercus mongolica,0.378397901
0.367968614,Quercus mongolica,0.307496038
0.367968614,Rhamnus parvifolia,0.139879086
0.367968614,Rhamnus parvifolia,0.008600172
0.367968614,Rhamnus parvifolia,0.068185862
0.367968614,Rhamnus parvifolia,0.133538908
0.367968614,Rhamnus ussuriensis,0.383815366
0.367968614,Rubus crataegifolius,0.550228353
0.367968614,Rubus crataegifolius,0.336459734
0.367968614,Rubus crataegifolius,0.397940009
0.367968614,Salix siuzevii,0.235528447
0.367968614,Salix siuzevii,0.264817823
0.367968614,Salix siuzevii,0.238046103
0.367968614,Salix siuzevii,0.283301229
0.367968614,Salix siuzevii,0.285557309
0.367968614,Sambucus williamsii,0.563481085
0.367968614,Sambucus williamsii,0.404833717
0.367968614,Sambucus williamsii,0.501059262
0.367968614,Sambucus williamsii,0.456366033
0.367968614,Schisandra chinensis,0.472756449
0.367968614,Schisandra chinensis,0.33243846
0.367968614,Schisandra chinensis,0.42975228
0.367968614,Schisandra chinensis,0.390935107
0.367968614,Schisandra chinensis,0.5774918
0.367968614,Sorbaria sorbifolia,0.800029359
0.367968614,Sorbaria sorbifolia,0.609594409
0.367968614,Sorbaria sorbifolia,0.555094449
0.367968614,Sorbaria sorbifolia,0.607455023
0.367968614,Sorbaria sorbifolia,0.645422269
0.367968614,Tilia amurensis,0.326335861
0.367968614,Tilia amurensis,0.442479769
0.367968614,Tilia amurensis,0.403120521
0.367968614,Tilia amurensis,0.404833717
0.367968614,Tilia amurensis,0.5132176
0.367968614,Tilia mandshurica,0.161368002
0.367968614,Tilia mandshurica,0.305351369
0.367968614,Tilia mandshurica,0.397940009
0.367968614,Tilia mandshurica,0.501059262
0.367968614,Tilia mandshurica,0.348304863
0.367968614,Ulmus japonica,0.46686762
0.367968614,Ulmus japonica,0.403120521
0.367968614,Ulmus japonica,0.315970345
0.367968614,Ulmus japonica,0.367355921
0.367968614,Ulmus japonica,0.334453751
0.367968614,Ulmus macrocarpa,0.380211242
0.367968614,Ulmus macrocarpa,0.31386722
0.367968614,Ulmus macrocarpa,0.352182518
0.367968614,Ulmus macrocarpa,0.356025857
0.367968614,Ulmus macrocarpa,0.376576957
0.367968614,Vitis amurensis,0.607455023
0.367968614,Vitis amurensis,0.586587305
0.367968614,Vitis amurensis,0.537819095
0.100274419,Quercus mongolica,0.202760687
0.100274419,Lespedeza bicolor,0.032618761
0.100274419,Populus davidiana,0.104487111
0.100274419,Rhamnus davurica,-0.009217308
0.100274419,Rubus crataegifolius,0.246990699
0.100274419,Acer triflorum,-0.015922966
0.100274419,Ulmus pumila,0.208441356
0.100274419,Crataegus pinnatifida,0.122215878
0.100274419,Euonymus alatus,0.120573931
0.100274419,Lonicera japonica,-0.040005162
0.100274419,Rosa davurica,0.137670537
0.100274419,Corylus heterophylla,0.121231455
0.041951783,Corylus heterophylla,0.020361283
0.041951783,Lespedeza bicolor,-0.028260409
0.041951783,Lonicera japonica,0.10720997
0.041951783,Populus davidiana,0.111598525
0.041951783,Rhamnus davurica,0.011993115
0.041951783,Rosa davurica,0.099680641
0.041951783,Rubus crataegifolius,-0.11407366
0.041951783,Quercus mongolica,0.127104798
0.184172731,Malus baccata,0.097951071
0.184172731,Phellodendron amurense,0.230959556
0.184172731,Philadelphus schrenkii,0.120902818
0.184172731,Rubus crataegifolius,0.333245699
0.184172731,Corylus heterophylla,0.137670537
0.184172731,Euonymus alatus,0.248218561
0.184172731,Lonicera maackii,0.173477643
0.184172731,Rosa davurica,0.094471129
0.049229126,Crataegus pinnatifida,0.036628895
0.049229126,Maackia amurensis,0.116939647
0.049229126,Crataegus pinnatifida,0.022840611
0.049229126,Euonymus alatus,-0.060980224
0.049229126,Lonicera japonica,-0.00656377
0.049229126,Euonymus alatus,-0.03574037
0.049229126,Sorbaria sorbifolia,0.175511813
0.049229126,Rosa davurica,0.145196406
0.091520347,Rosa davurica,0.149834697
0.091520347,Corylus heterophylla,0.079543007
0.091520347,Betula platyphylla,0.263872677
0.091520347,Euonymus alatus,0.000434077
0.091520347,Lonicera maackii,-0.076238039
0.232112235,Spiraea blumei,0.270212855
0.232112235,Salix rorida,0.202215776
0.232112235,Salix siuzevii,0.20709554
0.232112235,Corylus heterophylla,0.125806458
0.206492577,Acer truncatum,0.278753601
0.206492577,Acer truncatum,0.250420002
0.206492577,Acer truncatum,0.318063335
0.206492577,Acer truncatum,0.392696953
0.206492577,Acer truncatum,0.33243846
0.206492577,Vaccinium vitis-idaea,0.053078443
0.206492577,Vaccinium vitis-idaea,0.120573931
0.206492577,Vaccinium vitis-idaea,0.086359831
0.206492577,Vaccinium vitis-idaea,0.245512668
0.206492577,Vaccinium vitis-idaea,0.113943352
0.23538107,Acanthopanax senticosus,0.217483944
0.23538107,Acanthopanax senticosus,0.294466226
0.23538107,Acanthopanax senticosus,0.294466226
0.23538107,Acanthopanax senticosus,0.29666519
0.23538107,Acanthopanax senticosus,0.281033367
0.23538107,Acer mono,0.136720567
0.23538107,Acer mono,0.330413773
0.23538107,Acer mono,0.181843588
0.23538107,Acer mono,0.161368002
0.23538107,Acer mono,0.176091259
0.23538107,Betula platyphylla,0.149219113
0.23538107,Betula platyphylla,0.380211242
0.23538107,Betula platyphylla,0.264817823
0.23538107,Betula platyphylla,0.271841607
0.23538107,Betula platyphylla,0.220108088
0.23538107,Corylus mandshurica,0.130333768
0.23538107,Corylus mandshurica,0.204119983
0.23538107,Corylus mandshurica,0.283301229
0.23538107,Corylus mandshurica,0.217483944
0.23538107,Corylus mandshurica,0.269512944
0.23538107,Euonymus alatus,0.113943352
0.23538107,Euonymus alatus,0.113943352
0.23538107,Euonymus alatus,0.176091259
0.23538107,Euonymus alatus,0.397940009
0.23538107,Euonymus alatus,0.079181246
0.23538107,Fraxinus mandschurica,0.342422681
0.23538107,Fraxinus mandschurica,0.250420002
0.23538107,Fraxinus mandschurica,0.247973266
0.23538107,Fraxinus mandschurica,0.152288344
0.23538107,Fraxinus mandschurica,0.209515015
0.23538107,Fraxinus mandschurica,0.29666519
0.23538107,Fraxinus mandschurica,0.206825876
0.23538107,Larix gmelini,0.152288344
0.23538107,Larix gmelini,0.31386722
0.23538107,Larix gmelini,0.164352856
0.23538107,Larix gmelini,0.294466226
0.23538107,Larix gmelini,0.212187604
0.23538107,Lespedeza bicolor,0.269512944
0.23538107,Lespedeza bicolor,0.305351369
0.23538107,Lespedeza bicolor,0.257678575
0.23538107,Lespedeza bicolor,0.149219113
0.23538107,Lespedeza bicolor,0.209515015
0.23538107,Maackia amurensis,0.146128036
0.23538107,Maackia amurensis,0.274157849
0.23538107,Maackia amurensis,0.260071388
0.23538107,Malus baccata,0.053078443
0.23538107,Malus baccata,0.049218023
0.23538107,Malus baccata,0.064457989
0.23538107,Malus baccata,-0.022276395
0.23538107,Malus baccata,0.025305865
0.23538107,Phellodendron amurense,0.26245109
0.23538107,Phellodendron amurense,0.324282455
0.23538107,Phellodendron amurense,0.330413773
0.23538107,Philadelphus schrenkii,0.40654018
0.23538107,Philadelphus schrenkii,0.209515015
0.23538107,Philadelphus schrenkii,0.474216264
0.23538107,Philadelphus schrenkii,0.385606274
0.23538107,Philadelphus schrenkii,0.340444115
0.23538107,Pinus koraiensis,0.193124598
0.23538107,Pinus koraiensis,0.068185862
0.23538107,Pinus koraiensis,0.113943352
0.23538107,Pinus koraiensis,0.1430148
0.23538107,Pinus koraiensis,0.26245109
0.23538107,Populus davidiana,0.318063335
0.23538107,Populus davidiana,0.212187604
0.23538107,Populus davidiana,0.181843588
0.23538107,Populus koreana,0.193124598
0.23538107,Populus koreana,0.181843588
0.23538107,Populus koreana,0.305351369
0.23538107,Populus koreana,0.354108439
0.23538107,Populus koreana,0.184691431
0.23538107,Populus koreana,0.056904851
0.23538107,Quercus mongolica,0.307496038
0.23538107,Quercus mongolica,0.225309282
0.23538107,Quercus mongolica,0.164352856
0.23538107,Quercus mongolica,0.212187604
0.23538107,Quercus mongolica,0.240549248
0.23538107,Quercus mongolica,0.184691431
0.23538107,Ribes mandshuricum,0.178976947
0.23538107,Ribes mandshuricum,0.130333768
0.23538107,Ribes mandshuricum,0.260071388
0.23538107,Ribes mandshuricum,0.235528447
0.23538107,Ribes mandshuricum,0.222716471
0.23538107,Rosa davurica,0.123851641
0.23538107,Rosa davurica,0.136720567
0.23538107,Rosa davurica,0.245512668
0.23538107,Rosa davurica,0.243038049
0.23538107,Rosa davurica,0.167317335
0.23538107,Salix rorida,0.164352856
0.23538107,Salix rorida,0.290034611
0.23538107,Salix rorida,0.243038049
0.23538107,Salix rorida,0.243038049
0.23538107,Salix rorida,0.209515015
0.23538107,Salix siuzevii,0.227886705
0.23538107,Salix siuzevii,0.10720997
0.23538107,Salix siuzevii,0.222716471
0.23538107,Salix siuzevii,0.26245109
0.23538107,Sambucus williamsii,0.281033367
0.23538107,Sambucus williamsii,0.359835482
0.23538107,Sambucus williamsii,0.301029996
0.23538107,Sambucus williamsii,0.40654018
0.23538107,Sambucus williamsii,0.357934847
0.23538107,Schisandra chinensis,0.173186268
0.23538107,Schisandra chinensis,0.28780173
0.23538107,Schisandra chinensis,0.403120521
0.23538107,Schisandra chinensis,0.301029996
0.23538107,Schisandra chinensis,0.371067862
0.23538107,Sorbaria sorbifolia,0.336459734
0.23538107,Sorbaria sorbifolia,0.222716471
0.23538107,Sorbaria sorbifolia,0.311753861
0.23538107,Spiraea salicifolia,0.127104798
0.23538107,Spiraea salicifolia,0.1430148
0.23538107,Spiraea salicifolia,0.155336037
0.23538107,Spiraea salicifolia,0.243038049
0.23538107,Spiraea salicifolia,0.130333768
0.23538107,Tilia amurensis,0.230448921
0.23538107,Tilia amurensis,0.301029996
0.23538107,Tilia amurensis,0.318063335
0.23538107,Tilia amurensis,0.307496038
0.23538107,Tilia amurensis,0.344392274
0.23538107,Tilia amurensis,0.416640507
0.23538107,Tilia mandshurica,0.324282455
0.23538107,Tilia mandshurica,0.456366033
0.23538107,Tilia mandshurica,0.338456494
0.23538107,Tilia mandshurica,0.29666519
0.23538107,Tilia mandshurica,0.367355921
0.23538107,Ulmus japonica,0.240549248
0.23538107,Ulmus japonica,0.222716471
0.23538107,Ulmus japonica,0.220108088
0.23538107,Ulmus japonica,0.376576957
0.23538107,Ulmus japonica,0.225309282
0.23538107,Ulmus japonica,0.264817823
0.387752221,Populus koreana,0.419129308
0.387752221,Lespedeza bicolor,0.345765693
0.387752221,Populus davidiana,0.223236273
0.387752221,Ulmus japonica,0.514149134
0.387752221,Salix rorida,0.436480695
0.173477926,Betula fruticosa,0.234770295
0.173477926,Populus koreana,0.169968174
0.173477926,Potentilla fruticosa,0.131939295
0.173477926,Betula platyphylla,0.237794993
0.173477926,Salix siuzevii,0.086359831
-0.071241411,Corylus heterophylla,0.136403448
-0.071241411,Quercus mongolica,-0.321481621
-0.071241411,Crataegus pinnatifida,0.07773118
-0.071241411,Lespedeza davurica,-0.393618635
-0.071241411,Populus davidiana,-0.151810883
-0.071241411,Rosa davurica,0.207634367
-0.071241411,Lespedeza bicolor,-0.053547735
0.172846322,Lonicera japonica,0.280805928
0.172846322,Euonymus alatus,0.12904506
0.172846322,Spiraea blumei,0.365862215
0.172846322,Rhamnus davurica,0.114277297
0.172846322,Rosa davurica,0.131939295
0.172846322,Acer triflorum,0.124178055
0.172846322,Amorpha fruticosa,0.193124598
0.172846322,Corylus heterophylla,0.204391332
0.172846322,Crataegus pinnatifida,0.011993115
0.209608335,Lespedeza bicolor,0.067070856
0.209608335,Corylus heterophylla,0.157456768
0.209608335,Sorbaria sorbifolia,0.410102077
0.209608335,Quercus mongolica,0.229169703
0.209608335,Rosa davurica,0.338854746
0.209608335,Rhamnus davurica,0.054995862
0.217853574,Acer triflorum,0.170555059
0.217853574,Rhamnus davurica,0.110926242
0.217853574,Corylus heterophylla,0.244277121
0.217853574,Rosa davurica,0.216429831
0.217853574,Lonicera maackii,0.316180099
0.217853574,Quercus mongolica,0.299289334
0.217853574,Lespedeza bicolor,0.167317335
0.316899157,Acanthopanax senticosus,0.506505032
0.316899157,Acanthopanax senticosus,0.409933123
0.316899157,Acanthopanax senticosus,0.378397901
0.316899157,Acanthopanax senticosus,0.401400541
0.316899157,Acanthopanax senticosus,0.414973348
0.316899157,Acer mono,0.146128036
0.316899157,Acer mono,0.193124598
0.316899157,Acer mono,0.267171728
0.316899157,Acer mono,0.397940009
0.316899157,Acer truncatum,0.298853076
0.316899157,Acer truncatum,0.369215857
0.316899157,Acer truncatum,0.225309282
0.316899157,Betula platyphylla,0.485721426
0.316899157,Betula platyphylla,0.442479769
0.316899157,Betula platyphylla,0.484299839
0.316899157,Betula platyphylla,0.409933123
0.316899157,Betula platyphylla,0.544068044
0.316899157,Corylus heterophylla,0.307496038
0.316899157,Corylus heterophylla,0.413299764
0.316899157,Corylus heterophylla,0.369215857
0.316899157,Corylus heterophylla,0.396199347
0.316899157,Corylus heterophylla,0.397940009
0.316899157,Euonymus alatus,0.324282455
0.316899157,Euonymus alatus,0.414973348
0.316899157,Euonymus alatus,0.225309282
0.316899157,Euonymus alatus,0.178976947
0.316899157,Euonymus alatus,0.217483944
0.316899157,Fraxinus mandschurica,0.525044807
0.316899157,Fraxinus mandschurica,0.371067862
0.316899157,Fraxinus mandschurica,0.460897843
0.316899157,Fraxinus mandschurica,0.36361198
0.316899157,Fraxinus mandschurica,0.354108439
0.316899157,Larix gmelini,0.217483944
0.316899157,Larix gmelini,0.193124598
0.316899157,Larix gmelini,0.260071388
0.316899157,Larix gmelini,0.217483944
0.316899157,Larix gmelini,0.354108439
0.316899157,Lespedeza bicolor,0.230448921
0.316899157,Lespedeza bicolor,0.209515015
0.316899157,Lespedeza bicolor,0.292256071
0.316899157,Lespedeza bicolor,0.269512944
0.316899157,Lespedeza bicolor,0.328379603
0.316899157,Lonicera maackii,0.28780173
0.316899157,Lonicera maackii,0.190331698
0.316899157,Lonicera maackii,0.243038049
0.316899157,Lonicera maackii,0.447158031
0.316899157,Lonicera maackii,0.283301229
0.316899157,Maackia amurensis,0.195899652
0.316899157,Maackia amurensis,0.204119983
0.316899157,Maackia amurensis,0.334453751
0.316899157,Maackia amurensis,0.184691431
0.316899157,Maackia amurensis,0.357934847
0.316899157,Philadelphus schrenkii,0.328379603
0.316899157,Philadelphus schrenkii,0.440909082
0.316899157,Philadelphus schrenkii,0.534026106
0.316899157,Philadelphus schrenkii,0.491361694
0.316899157,Philadelphus schrenkii,0.496929648
0.316899157,Pinus koraiensis,0.041392685
0.316899157,Pinus koraiensis,0.089905111
0.316899157,Pinus koraiensis,0.136720567
0.316899157,Pinus koraiensis,0.086359831
0.316899157,Pinus koraiensis,0.225309282
0.316899157,Populus koreana,0.240549248
0.316899157,Populus koreana,0.238046103
0.316899157,Populus koreana,0.230448921
0.316899157,Populus koreana,0.23299611
0.316899157,Populus koreana,0.269512944
0.316899157,Prunus padus,0.456366033
0.316899157,Prunus padus,0.305351369
0.316899157,Prunus padus,0.445604203
0.316899157,Quercus mongolica,0.298853076
0.316899157,Quercus mongolica,0.198657087
0.316899157,Quercus mongolica,0.250420002
0.316899157,Quercus mongolica,0.303196057
0.316899157,Quercus mongolica,0.378397901
0.316899157,Salix rorida,0.389166084
0.316899157,Salix rorida,0.436162647
0.316899157,Salix rorida,0.344392274
0.316899157,Salix rorida,0.359835482
0.316899157,Salix rorida,0.301029996
0.316899157,Sambucus williamsii,0.365487985
0.316899157,Sambucus williamsii,0.451786436
0.316899157,Sambucus williamsii,0.472756449
0.316899157,Sambucus williamsii,0.460897843
0.316899157,Sambucus williamsii,0.457881897
0.316899157,Schisandra chinensis,0.36361198
0.316899157,Schisandra chinensis,0.324282455
0.316899157,Schisandra chinensis,0.359835482
0.316899157,Schisandra chinensis,0.440909082
0.316899157,Schisandra chinensis,0.567026366
0.316899157,Sorbaria sorbifolia,0.414973348
0.316899157,Sorbaria sorbifolia,0.252853031
0.316899157,Sorbaria sorbifolia,0.572871602
0.316899157,Sorbaria sorbifolia,0.489958479
0.316899157,Sorbaria sorbifolia,0.426511261
0.316899157,Tilia amurensis,0.269512944
0.316899157,Tilia amurensis,0.29666519
0.316899157,Tilia amurensis,0.340444115
0.316899157,Tilia amurensis,0.352182518
0.316899157,Tilia amurensis,0.338456494
0.316899157,Tilia mandshurica,0.264817823
0.316899157,Tilia mandshurica,0.274157849
0.316899157,Tilia mandshurica,0.247973266
0.316899157,Tilia mandshurica,0.264817823
0.316899157,Tilia mandshurica,0.26245109
0.316899157,Ulmus japonica,0.100370545
0.316899157,Ulmus japonica,0.235528447
0.316899157,Ulmus japonica,0.164352856
0.316899157,Ulmus japonica,0.404833717
0.316899157,Ulmus japonica,0.471291711
0.316899157,Ulmus macrocarpa,0.424881637
0.316899157,Ulmus macrocarpa,0.330413773
0.316899157,Ulmus macrocarpa,0.292256071
0.316899157,Ulmus macrocarpa,0.307496038
0.316899157,Vitis amurensis,0.26245109
0.316899157,Vitis amurensis,0.292256071
0.316899157,Vitis amurensis,0.276461804
0.325678284,Festuca rubra,0.136720567
0.325678284,Festuca rubra,0.526339277
0.325678284,Festuca rubra,0.380211242
0.325678284,Festuca rubra,0.568201724
0.325678284,Holcus lanatus,0.625312451
0.325678284,Holcus lanatus,0.204119983
0.325678284,Holcus lanatus,0.626340367
0.325678284,Molinia caerulea,0.161368002
0.325678284,Molinia caerulea,0.212187604
0.325678284,Molinia caerulea,0.367355921
0.325678284,Molinia caerulea,0.394451681
0.325678284,Rumex acetosa,0.591064607
