log_leafN_sitemean,Species,log_leafN
1.335285743,Eschweilera coriacea,1.257678575
1.335285743,Eschweilera sp,1.311753861
1.335285743,Eschweilera sp,1.342422681
1.335285743,Iryanthera juruensis,1.28780173
1.335285743,Iryanthera juruensis,1.301029996
1.335285743,Scleronema micranthum,1.271841607
1.250662513,Pouteria sp,1.144931459
1.250662513,Protium sp,1.441531047
1.250662513,Licania heteromorpha,1.121148991
1.250662513,Ocotea sp,1.391860967
1.250662513,Ocotea sp,1.286386514
1.250662513,Ocotea sp,1.207424439
1.250662513,Ocotea sp,1.315036974
1.250662513,Aldina kunhardtiana,1.237778289
1.194106129,Pouteria sp,1.054975581
1.194106129,Pouteria sp,1.280488224
1.194106129,Pouteria sp,1.078800891
1.194106129,Pouteria sp,1.142235496
1.194106129,Protium sp,1.106097533
1.194106129,Protium sp,1.224758956
1.194106129,Protium sp,1.138239997
1.194106129,Protium sp,1.132956532
1.194106129,Virola sp,1.176780661
1.194106129,Virola sp,1.119089202
1.194106129,Virola sp,1.11269413
1.194106129,Chrysophyllum sanguinolentum,1.063719248
1.194106129,Eschweilera bracteosa,1.432479672
1.194106129,Eschweilera bracteosa,1.130707744
1.194106129,Minquartia guianensis,1.226864654
1.194106129,Ocotea sp,1.255495747
1.194106129,Aldina kunhardtiana,1.291476523
1.183549263,Aldina kunhardtiana,1.29136885
1.183549263,Chrysophyllum sanguinolentum,1.063708559
1.183549263,Eschweilera bracteosa,1.130655349
1.183549263,Eschweilera bracteosa,1.432488256
1.183549263,Minquartia guianensis,1.22685757
1.183549263,Ocotea sp,1.255513713
1.183549263,Pouteria sp,1.054995862
1.183549263,Pouteria sp,1.078819183
1.183549263,Pouteria sp,1.142389466
1.183549263,Pouteria sp,1.28057837
1.183549263,Protium sp,1.106190897
1.183549263,Protium sp,1.13289977
1.183549263,Protium sp,1.138302698
1.183549263,Protium sp,1.224791956
1.183549263,Virola sp,1.112605002
1.183549263,Virola sp,1.118925753
1.183549263,Virola sp,1.176669933
1.066024377,Pouteria sp,1.155845655
1.066024377,Protium sp,1.081890197
1.066024377,Protium sp,1.182021555
1.066024377,Sloanea sp,0.941905547
1.066024377,Virola sp,1.003158187
1.066024377,Virola sp,1.062795131
1.066024377,Eschweilera bracteosa,1.030183847
1.066024377,Eschweilera bracteosa,1.039295515
1.066024377,Eschweilera bracteosa,1.049850972
1.066024377,Aldina kunhardtiana,1.322899363
1.066024377,Aldina kunhardtiana,1.364450336
1.066024377,Aldina kunhardtiana,1.385493575
1.066024377,Aldina kunhardtiana,1.346849
1.071489189,Aldina kunhardtiana,1.322839273
1.071489189,Aldina kunhardtiana,1.346939463
1.071489189,Aldina kunhardtiana,1.364363355
1.071489189,Aldina kunhardtiana,1.385427515
1.071489189,Eschweilera bracteosa,1.030194785
1.071489189,Eschweilera bracteosa,1.039414119
1.071489189,Eschweilera bracteosa,1.049992857
1.071489189,Pouteria sp,1.155943018
1.071489189,Protium sp,1.082066934
1.071489189,Protium sp,1.182129214
1.071489189,Sloanea sp,0.942008053
1.071489189,Virola sp,1.003029471
1.071489189,Virola sp,1.062957834
1.388183554,Pouteria sp,1.542538087
1.388183554,Pouteria sp,1.351722308
1.353016422,Pouteria sp,1.591883882
1.353016422,Pouteria sp,1.577994393
1.353016422,Pouteria sp,1.572766661
1.353016422,Pseudolmedia laevis,1.284699255
1.353016422,Pseudolmedia laevis,1.293403872
1.353016422,Pseudolmedia laevis,1.30047227
1.353016422,Dialium guianense,1.450666159
1.353016422,Dialium guianense,1.457474109
1.339959719,Pseudolmedia laevis,1.241159826
1.339959719,Pseudolmedia laevis,1.263468472
1.339959719,Pseudolmedia laevis,1.228353898
1.339959719,Pseudolmedia laevis,1.274959629
1.339959719,Pseudolmedia laevis,1.259407269
1.339959719,Pseudolmedia laevis,1.226734168
1.339959719,Pseudolmedia laevis,1.244874576
1.339959719,Pseudolmedia laevis,1.231232244
1.339959719,Minquartia guianensis,1.271050098
1.367096049,Pourouma minor,1.36282333
1.367096049,Pourouma minor,1.361266673
1.367096049,Pourouma minor,1.397947652
1.367096049,Pourouma minor,1.400969652
1.367096049,Pourouma minor,1.413355263
1.367096049,Pourouma minor,1.371460398
1.367096049,Pourouma minor,1.407009816
1.367096049,Pourouma minor,1.386358042
1.367096049,Protium sp,1.403259713
1.367096049,Jacaranda copaia,1.48626509
1.367096049,Ocotea sp,1.418775441
1.405101181,Virola calophylla,1.346409703
1.405101181,Dialium guianense,1.47200214
1.405101181,Licania heteromorpha,1.240102994
1.405101181,Micropholis guyanensis,1.344225992
1.405101181,Minquartia guianensis,1.307143753
1.405101181,Minquartia guianensis,1.310582017
1.405101181,Minquartia guianensis,1.475037877
1.290125768,Pourouma minor,1.327542832
1.290125768,Pseudolmedia macrophylla,1.426540213
1.290125768,Pseudolmedia macrophylla,1.224565951
1.290125768,Pseudolmedia macrophylla,1.22471301
1.290125768,Pseudolmedia macrophylla,1.233960392
1.290125768,Pseudolmedia macrophylla,1.260700897
1.290125768,Virola calophylla,1.367872666
1.330992095,Pseudolmedia laevis,1.269772276
1.330992095,Pseudolmedia macrophylla,1.306222846
1.330992095,Pseudolmedia macrophylla,1.253966937
1.330992095,Pseudolmedia macrophylla,1.251732611
1.330992095,Tetragastris panamensis,1.18143596
1.330992095,Eschweilera coriacea,1.297906418
1.330992095,Eschweilera coriacea,1.290697573
1.330992095,Eschweilera coriacea,1.277891929
1.320930023,Pourouma minor,1.291029453
1.320930023,Pseudolmedia laevis,1.284760672
1.320930023,Pseudolmedia laevis,1.256452423
1.320930023,Pseudolmedia laevis,1.273819291
1.320930023,Pseudolmedia macrophylla,1.276318394
1.320930023,Pseudolmedia macrophylla,1.299042684
1.320930023,Swartzia sp,1.494639703
1.320930023,Iryanthera juruensis,1.228191118
1.356423324,Pouteria sp,1.372533487
1.356423324,Virola calophylla,1.428266197
1.356423324,Eschweilera coriacea,1.248096912
1.356423324,Guatteria sp,1.298165299
1.356423324,Iryanthera juruensis,1.229726114
1.32431549,Scleronema micranthum,1.369097524
1.32431549,Eschweilera coriacea,1.379478476
1.339983416,Achillea millefolium,1.327358934
1.339983416,Achillea millefolium,1.361538971
1.339983416,Achillea millefolium,1.388988785
1.339983416,Agrostis capillaris,1.324693914
1.339983416,Agrostis capillaris,1.460747542
1.339983416,Anthoxanthum odoratum,1.28780173
1.339983416,Calluna vulgaris,1.191730393
1.339983416,Carex arenaria,1.340245762
1.339983416,Carex flacca,1.359835482
1.339983416,Carex flacca,1.409425869
1.339983416,Carex flacca,1.423081958
1.339983416,Festuca rubra,1.065206128
1.339983416,Festuca rubra,1.126131407
1.339983416,Festuca rubra,1.15136985
1.339983416,Galium verum,1.312600439
1.339983416,Galium verum,1.353916231
1.339983416,Galium verum,1.404833717
1.339983416,Holcus lanatus,1.351796307
1.339983416,Holcus lanatus,1.379124146
1.339983416,Holcus lanatus,1.393926007
1.339983416,Hydrocotyle vulgaris,1.279438788
1.339983416,Hydrocotyle vulgaris,1.409087369
1.339983416,Lolium perenne,1.361160995
1.339983416,Lolium perenne,1.367728546
1.339983416,Lotus corniculatus,1.539953842
1.339983416,Lotus corniculatus,1.546789352
1.339983416,Lotus corniculatus,1.551205944
1.339983416,Plantago lanceolata,1.247482261
1.339983416,Plantago lanceolata,1.2509077
1.339983416,Plantago lanceolata,1.271376872
1.339983416,Poa pratensis,1.224274014
1.339983416,Poa pratensis,1.281941933
1.339983416,Poa pratensis,1.411956238
1.339983416,Potentilla anserina,1.307282047
1.339983416,Potentilla anserina,1.345177617
1.339983416,Potentilla anserina,1.371990911
1.339983416,Rumex acetosa,1.475235223
1.339983416,Trifolium pratense,1.559188189
1.339983416,Trifolium pratense,1.593175263
1.339983416,Trifolium pratense,1.632659713
1.303989575,Pseudolmedia laevis,1.263239816
1.303989575,Eschweilera coriacea,1.363393085
1.254696337,Virola calophylla,1.269808444
1.254696337,Eschweilera coriacea,1.356670793
1.254696337,Eschweilera coriacea,1.306017243
1.254696337,Micropholis guyanensis,1.189639217
1.254696337,Micropholis guyanensis,1.168771262
1.254696337,Micropholis guyanensis,1.167572666
1.337276468,Swartzia sp,1.325479109
1.337276468,Trichilia sp,1.219809903
1.337276468,Trichilia sp,1.304905727
1.337276468,Trichilia sp,1.321591442
1.337276468,Trichilia sp,1.320366504
1.337276468,Virola sp,1.342073616
1.337276468,Virola sp,1.339966445
1.301548416,Pouteria sp,1.220976854
1.301548416,Jacaranda copaia,1.277661464
1.301548416,Otoba glycycarpa,1.287095315
1.301548416,Otoba glycycarpa,1.544218346
1.301548416,Otoba glycycarpa,1.560857144
1.301548416,Otoba glycycarpa,1.527330882
1.242242776,Virola calophylla,1.326904783
1.242242776,Iryanthera juruensis,1.198580941
1.293633996,Virola pavonis,1.236395916
1.293633996,Virola pavonis,1.336987471
1.293633996,Virola pavonis,1.298182349
1.293633996,Virola pavonis,1.2967709
1.293633996,Otoba glycycarpa,1.1691958
1.293633996,Otoba glycycarpa,1.170212708
1.293633996,Otoba glycycarpa,1.173198219
1.287514679,Virola pavonis,1.437904203
1.287514679,Virola pavonis,1.245197814
1.287514679,Virola pavonis,1.274538037
1.287514679,Micrandra spruceana,1.06038239
1.254568109,Pourouma guianensis,1.308438375
1.254568109,Pseudolmedia laevis,1.203905904
1.254568109,Iryanthera juruensis,1.26656188
1.254568109,Micrandra spruceana,1.256528934
1.348968258,Quercus rubra,0.922206277
1.348968258,Picea abies,1.224533063
1.348968258,Acer rubrum,1.278753601
1.348968258,Acer saccharum,1.253822439
1.348968258,Picea abies,1.222716471
1.348968258,Quercus rubra,1.160168293
1.348968258,Acer rubrum,1.268343914
1.348968258,Acer saccharum,1.244277121
1.348968258,Picea abies,1.20709554
1.348968258,Quercus alba,1.594613509
1.348968258,Quercus alba,1.431363764
1.348968258,Quercus alba,1.41447195
1.348968258,Quercus alba,1.388278863
1.348968258,Quercus alba,1.355068206
1.348968258,Quercus rubra,1.22297645
1.348968258,Quercus rubra,1.209783015
1.348968258,Quercus rubra,1.276231958
1.348968258,Picea abies,1.452093249
1.348968258,Picea abies,1.225825991
1.348968258,Acer saccharum,1.272769587
1.217521719,Acer rubrum,1.324282455
1.217521719,Populus tremuloides,1.28780173
1.349417924,Pourouma minor,1.322956143
1.362569366,Acer rubrum,1.301029996
1.362569366,Acer saccharum,1.342422681
1.362569366,Fagus grandifolia,1.322219295
1.362569366,Populus tremuloides,1.414973348
1.362569366,Quercus alba,1.342422681
1.362569366,Quercus robur,1.255272505
1.32855297,Quercus alba,1.342422681
1.32855297,Quercus rubra,1.255272505
1.32855297,Fagus grandifolia,1.322219295
1.32855297,Acer rubrum,1.301029996
1.32855297,Acer saccharum,1.342422681
1.307390281,Protium sp,1.201551149
1.307390281,Pseudolmedia laevis,1.291478076
1.307390281,Pseudolmedia laevis,1.249717976
1.307390281,Pseudolmedia laevis,1.282515622
1.307390281,Pseudolmedia laevis,1.287872017
1.307390281,Trichilia sp,1.206673442
1.307390281,Trichilia sp,1.203399814
1.307390281,Trichilia sp,1.257172723
1.307390281,Eschweilera coriacea,1.253770146
1.307390281,Eschweilera coriacea,1.253264809
1.307390281,Eschweilera coriacea,1.284514088
1.307390281,Iryanthera juruensis,1.263120526
1.420511522,Sloanea sp,1.2083325
1.420511522,Swartzia sp,1.541929159
1.420511522,Dialium guianense,1.442121367
1.420511522,Dialium guianense,1.482377004
1.420511522,Dialium guianense,1.523422966
1.420511522,Eschweilera sp,1.290556565
1.420511522,Inga sp,1.582241478
1.331898597,Erisma uncinatum,1.175383941
1.331898597,Erisma uncinatum,1.225896475
1.331898597,Erisma uncinatum,1.219953703
1.331898597,Otoba glycycarpa,1.284793359
1.332860654,Pourouma minor,1.328058964
1.332860654,Pouteria sp,1.286004874
1.332860654,Pouteria sp,1.442712689
1.332860654,Virola calophylla,1.311473916
1.332860654,Guatteria sp,1.398851418
1.332860654,Guatteria sp,1.39701206
1.332860654,Guatteria sp,1.399970186
1.332860654,Miconia sp,1.402869828
1.332860654,Miconia sp,1.413834841
1.332860654,Miconia sp,1.431912237
1.332860654,Otoba glycycarpa,1.257258234
1.346937784,Pourouma guianensis,1.338339836
1.346937784,Pseudolmedia laevis,1.282549271
1.346937784,Virola calophylla,1.233376142
1.346937784,Guatteria sp,1.350115577
1.346937784,Inga sp,1.397840109
1.346937784,Jacaranda copaia,1.405398445
1.346937784,Miconia sp,1.401149025
1.346937784,Otoba glycycarpa,1.505975845
1.393266986,Inga sp,1.531349887
1.393266986,Inga sp,1.454990362
1.29292531,Jacaranda copaia,1.40654018
1.216908379,Acer saccharum,1.206825876
1.216908379,Fagus grandifolia,1.294466226
1.216908379,Quercus alba,1.252853031
1.216908379,Quercus robur,1.209515015
1.200143571,Quercus alba,1.198657087
1.200143571,Quercus alba,1.294466226
1.200143571,Quercus alba,1.255272505
1.200143571,Quercus alba,1.315970345
1.200143571,Quercus alba,1.252853031
1.200143571,Quercus rubra,1.155336037
1.200143571,Quercus rubra,1.155336037
1.200143571,Quercus rubra,1.1430148
1.200143571,Quercus rubra,1.209515015
1.200143571,Quercus rubra,1.167317335
1.200143571,Quercus rubra,1.238046103
1.200143571,Fagus grandifolia,1.276461804
1.200143571,Fagus grandifolia,1.294466226
1.200143571,Fagus grandifolia,1.238046103
1.200143571,Acer saccharum,1.178976947
1.200143571,Acer saccharum,1.195899652
1.200143571,Acer saccharum,1.206825876
1.200143571,Acer saccharum,1.206825876
1.200143571,Acer saccharum,1.245512668
1.200143571,Acer saccharum,1.206825876
1.227912563,Quercus alba,1.252853031
1.227912563,Quercus rubra,1.209515015
1.227912563,Fagus grandifolia,1.294466226
1.227912563,Acer saccharum,1.206825876
1.327115986,Holcus lanatus,1.187802639
1.327115986,Rumex acetosella,1.351989455
1.205648026,Dialium guianense,1.227372442
1.215693364,Dialium guianense,1.227372442
1.215693364,Inga sp,1.393399695
1.215693364,Pouteria sp,1.028571253
1.475173494,Achillea millefolium,1.437274797
1.475173494,Achillea millefolium,1.521530341
1.475173494,Agrostis capillaris,1.385606274
1.475173494,Agrostis capillaris,1.472317546
1.475173494,Agrostis capillaris,1.523356207
1.475173494,Agrostis capillaris,1.544068044
1.475173494,Agrostis capillaris,1.549125927
1.475173494,Agrostis stolonifera,1.53058386
1.475173494,Anthoxanthum odoratum,1.377852419
1.475173494,Anthoxanthum odoratum,1.407390904
1.475173494,Anthoxanthum odoratum,1.461198289
1.475173494,Anthoxanthum odoratum,1.463743721
1.475173494,Anthoxanthum odoratum,1.489255168
1.475173494,Anthoxanthum odoratum,1.50758604
1.475173494,Carex flacca,1.280350693
1.475173494,Carex hirta,1.436639632
1.475173494,Dactylis glomerata,1.357172258
1.475173494,Dactylis glomerata,1.424881637
1.475173494,Dactylis glomerata,1.480006943
1.475173494,Dactylis glomerata,1.492760389
1.475173494,Dactylis glomerata,1.516270883
1.475173494,Dactylis glomerata,1.580240508
1.475173494,Festuca rubra,1.316389751
1.475173494,Festuca rubra,1.429267666
1.475173494,Festuca rubra,1.563481085
1.475173494,Holcus lanatus,1.418632687
1.475173494,Holcus lanatus,1.434568904
1.475173494,Holcus lanatus,1.435844366
1.475173494,Holcus lanatus,1.473924693
1.475173494,Holcus lanatus,1.499687083
1.475173494,Holcus lanatus,1.503518313
1.475173494,Lolium perenne,1.268577972
1.475173494,Lolium perenne,1.36567514
1.475173494,Lolium perenne,1.411282913
1.475173494,Lolium perenne,1.417471693
1.475173494,Lotus corniculatus,1.521530341
1.475173494,Lotus corniculatus,1.543819805
1.475173494,Lotus corniculatus,1.650598898
1.475173494,Molinia caerulea,1.384711743
1.475173494,Plantago lanceolata,1.236537261
1.475173494,Plantago lanceolata,1.26927939
1.475173494,Plantago lanceolata,1.281260687
1.475173494,Plantago lanceolata,1.397418542
1.475173494,Plantago lanceolata,1.406369835
1.475173494,Plantago lanceolata,1.42357352
1.475173494,Poa pratensis,1.334453751
1.475173494,Poa pratensis,1.385069776
1.475173494,Rumex acetosa,1.385963571
1.475173494,Rumex acetosa,1.582290683
1.475173494,Rumex acetosa,1.595826777
1.475173494,Rumex acetosa,1.614897216
1.475173494,Trifolium pratense,1.633064273
1.475173494,Trifolium pratense,1.640481437
1.475173494,Trifolium pratense,1.643452676
1.475173494,Trifolium pratense,1.650210355
1.475173494,Trifolium pratense,1.67182056
1.475173494,Trifolium pratense,1.693111115
1.475173494,Urtica dioica,1.588831726
1.319070723,Ligularia virgaurea,1.311753861
1.512791106,Gentiana straminea,1.499687083
1.512791106,Kobresia parva,1.432167269
1.512791106,Lamiophlomis rotata,1.46686762
1.512791106,Ligularia virgaurea,1.238046103
1.512791106,Polygonum viviparum,1.575572687
1.512791106,Potentilla anserina,1.419129308
1.505712647,Elymus nutans,1.678973376
1.505712647,Leymus secalinus,1.412460547
1.505712647,Stipa purpurea,1.48784512
1.359015016,Schima superba,1.269512944
1.359015016,Toxicodendron succedaneum,1.257678575
1.392727584,Spiraea alpina,1.333910543
1.392727584,Spiraea blumei,1.402192578
1.392727584,Potentilla fruticosa,1.297979244
1.392727584,Caragana jubata,1.472537053
1.392727584,Salix oritrepha,1.457018503
1.266159754,Artemisia capillaris,1.44441992
1.266159754,Artemisia capillaris,1.467561491
1.266159754,Artemisia capillaris,1.588992308
1.266159754,Artemisia mongolica,1.107272486
1.266159754,Artemisia mongolica,1.151796
1.266159754,Artemisia mongolica,1.168771107
1.266159754,Artemisia mongolica,1.20759358
1.266159754,Artemisia mongolica,1.216257944
1.266159754,Artemisia mongolica,1.23164146
1.266159754,Artemisia sacrorum,1.303041485
1.266159754,Artemisia sacrorum,1.325076003
1.266159754,Artemisia sacrorum,1.367473966
1.266159754,Neopallasia pectinata,1.228436318
1.425276926,Ligularia virgaurea,1.322219295
1.425276926,Elymus nutans,1.409933123
1.425276926,Artemisia frigida,1.488550717
1.425276926,Galium verum,1.561935763
1.224634279,Rhus chinensis,1.277334112
1.224634279,Rhus chinensis,1.133059643
1.184530704,Ternstroemia gymnanthera,1.378397901
1.184530704,Ternstroemia gymnanthera,1.424881637
1.252995072,Rhododendron thymifolium,1.243658027
1.252995072,Caragana jubata,1.531376718
1.252995072,Salix oritrepha,1.35020924
1.036573637,Dicranopteris dichotoma,1
1.036573637,Lycopodium cernuum,0.880813592
1.036573637,Myrsine africana,1.064457989
1.036573637,Myrsine africana,1.152288344
1.036573637,Pinus armandii,0.86332286
1.036573637,Pinus armandii,1.324282455
1.036573637,Pinus yunnanensis,1.071882007
1.166589544,Artemisia frigida,1.184941041
1.166589544,Artemisia frigida,1.197735991
1.166589544,Artemisia sacrorum,1.116587705
1.166589544,Artemisia sacrorum,1.159148157
1.166589544,Artemisia sacrorum,1.199683165
1.166589544,Artemisia scoparia,0.888377429
1.166589544,Artemisia scoparia,1.055119774
1.166589544,Artemisia scoparia,1.12016833
1.166589544,Artemisia scoparia,1.138439317
1.166589544,Artemisia scoparia,1.186311229
1.348491861,Achnatherum splendens,0.973127854
1.348491861,Achnatherum splendens,1.068185862
1.348491861,Achnatherum splendens,1.10720997
1.348491861,Achnatherum splendens,1.133538908
1.348491861,Achnatherum splendens,1.136720567
1.348491861,Achnatherum splendens,1.146128036
1.348491861,Achnatherum splendens,1.187520721
1.348491861,Achnatherum splendens,1.195899652
1.348491861,Achnatherum splendens,1.195899652
1.348491861,Achnatherum splendens,1.220108088
1.348491861,Achnatherum splendens,1.23299611
1.348491861,Achnatherum splendens,1.243038049
1.348491861,Achnatherum splendens,1.245512668
1.348491861,Achnatherum splendens,1.26245109
1.348491861,Achnatherum splendens,1.267171728
1.348491861,Achnatherum splendens,1.271841607
1.348491861,Achnatherum splendens,1.36361198
1.348491861,Achnatherum splendens,1.434568904
1.348491861,Ammopiptanthus mongolicus,1.57634135
1.348491861,Artemisia ordosica,1.328379603
1.348491861,Leymus secalinus,1.28780173
1.348491861,Nitraria tangutorum,1.551449998
1.348491861,Scorzonera mongolica var. putjatae,1.408239965
1.348491861,Scorzonera mongolica var. putjatae,1.408239965
1.348491861,Suaeda corniculata,1.523746467
1.355208623,Albizia julibrissin,1.56937391
1.355208623,Aralia chinensis,1.657055853
1.355208623,Camellia sinensis,1.089905111
1.355208623,Camellia sinensis,1.096910013
1.355208623,Camellia sinensis,1.096910013
1.355208623,Camellia sinensis,1.158362492
1.355208623,Castanopsis carlesii,1.238046103
1.355208623,Castanopsis carlesii,1.247973266
1.355208623,Castanopsis fargesii,1.201397124
1.355208623,Castanopsis fargesii,1.225309282
1.355208623,Castanopsis fargesii,1.269512944
1.355208623,Cunninghamia lanceolata,1.089905111
1.355208623,Cunninghamia lanceolata,1.214843848
1.355208623,Cunninghamia lanceolata,1.230448921
1.355208623,Dalbergia hupeana,1.482873584
1.355208623,Dalbergia hupeana,1.553883027
1.355208623,Lindera fragrans,1.204119983
1.355208623,Prunus padus,1.536558443
1.355208623,Rhus chinensis,1.408239965
1.355208623,Toxicodendron succedaneum,1.28780173
1.355208623,Toxicodendron succedaneum,1.294466226
1.355208623,Toxicodendron succedaneum,1.315970345
1.355208623,Toxicodendron succedaneum,1.392696953
1.19760692,Rhus chinensis,1.184151776
1.19760692,Corylus heterophylla,1.15582169
1.19760692,Myrsine africana,1.106632789
1.19760692,Lyonia ovalifolia,1.217036259
1.19760692,Quercus fabri,1.265690256
1.249759368,Pyracantha fortuneana,1.26883529
1.05186824,Pyracantha fortuneana,0.511883361
1.219536959,Vitex negundo,1.19049978
1.219536959,Indigofera pseudotinctoria Matsum.,1.401159199
1.224120244,Litsea pungens,1.374345016
1.224120244,Castanea sequinii,1.160168293
1.224120244,Lyonia ovalifolia,1.063671054
1.224120244,Quercus fabri,1.269442891
1.08720774,Rosa cymosa,1.111934276
1.08720774,Viburnum utile,1.043755127
1.08720774,Myrsine africana,1.086929024
1.08720774,Pyracantha fortuneana,1.099507994
1.08720774,Rosa multiflora,0.976945751
1.100754257,Cipadessa cinerascens,0.89740714
1.100754257,Rhus chinensis,1.099127928
1.100754257,Phyllanthus emblica,1.085040707
1.138962454,Pyracantha fortuneana,1.103530063
1.138962454,Zanthoxylum armatum,1.287622602
1.138962454,Quercus fabri,1.23350376
1.096261252,Quercus fabri,1.124797568
1.096261252,Myrsine africana,1.041037208
1.096261252,Rhus chinensis,1.060622304
0.958283915,Viburnum utile,0.894482215
0.958283915,Rosa cymosa,0.574956776
0.958283915,Pyracantha fortuneana,0.921166051
1.30400079,Albizia julibrissin,1.278753601
1.30400079,Dicranopteris dichotoma,1.025305865
1.30400079,Rhodomyrtus tomentosa,1.127104798
1.096394277,Corylus heterophylla,1.165600403
1.096394277,Lyonia ovalifolia,1.003546693
1.096394277,Pyracantha fortuneana,1.014646525
1.096394277,Quercus fabri,1.216218701
1.096394277,Rhododendron simsii,1.081959066
1.104573181,Cunninghamia lanceolata,1.445604203
1.104573181,Cyclobalanopsis glauca,0.982271233
1.104573181,Dicranopteris dichotoma,0.763427994
1.104573181,Dicranopteris dichotoma,0.934498451
1.104573181,Dicranopteris dichotoma,0.949390007
1.104573181,Dicranopteris dichotoma,1.130333768
1.104573181,Dicranopteris dichotoma,1.161368002
1.104573181,Dicranopteris dichotoma,1.23299611
1.104573181,Woodwardia japonica,1.309630167
1.156391267,Rosa cymosa,1.197445972
1.156391267,Coriaria nepalensis,1.164293359
1.156391267,Lindera fragrans,1.203277721
1.156391267,Pyracantha fortuneana,1.139280733
1.143121271,Rosa cymosa,1.048014291
1.143121271,Myrsine africana,1.056027758
1.143121271,Pyracantha fortuneana,1.0927908
1.35177689,Aralia chinensis,1.392696953
1.35177689,Aralia chinensis,1.423245874
1.35177689,Aralia chinensis,1.432969291
1.35177689,Carpinus turczaninowii,1.243038049
1.35177689,Carpinus turczaninowii,1.26245109
1.35177689,Carpinus turczaninowii,1.301029996
1.35177689,Celastrus orbiculatus,1.311753861
1.35177689,Celastrus orbiculatus,1.357934847
1.35177689,Corylus heterophylla,1.338456494
1.35177689,Corylus heterophylla,1.340444115
1.35177689,Corylus heterophylla,1.404833717
1.35177689,Cotinus coggygria,1.117271296
1.35177689,Cotinus coggygria,1.26245109
1.35177689,Cotinus coggygria,1.598790507
1.35177689,Euonymus alatus,1.26245109
1.35177689,Euonymus alatus,1.344392274
1.35177689,Euonymus alatus,1.346352974
1.35177689,Forsythia suspensa,1.31386722
1.35177689,Grewia biloba,1.527629901
1.35177689,Grewia biloba,1.596597096
1.35177689,Lespedeza bicolor,1.423245874
1.35177689,Lespedeza bicolor,1.431363764
1.35177689,Lespedeza bicolor,1.489958479
1.35177689,Litsea pungens,1.322219295
1.35177689,Litsea pungens,1.369215857
1.35177689,Litsea pungens,1.389166084
1.35177689,Litsea pungens,1.434568904
1.35177689,Litsea pungens,1.434568904
1.35177689,Litsea pungens,1.491361694
1.35177689,Lonicera japonica,1.250420002
1.35177689,Lonicera japonica,1.255272505
1.35177689,Lonicera japonica,1.334453751
1.35177689,Pinus tabulaeformis,1.086359831
1.35177689,Pinus tabulaeformis,1.176091259
1.35177689,Pinus tabulaeformis,1.220108088
1.35177689,Quercus aliena,1.436162647
1.35177689,Quercus aliena,1.436162647
1.35177689,Quercus aliena,1.540329475
1.35177689,Quercus variabilis,1.230448921
1.35177689,Quercus variabilis,1.31386722
1.35177689,Quercus variabilis,1.326335861
1.35177689,Spiraea blumei,1.255272505
1.35177689,Spiraea blumei,1.269512944
1.35177689,Spiraea blumei,1.315970345
1.35177689,Ulmus japonica,1.397940009
1.28193279,Platycladus orientalis,1.203576775
1.28193279,Platycladus orientalis,1.206825876
1.28193279,Quercus aliena,1.342422681
1.28193279,Quercus aliena,1.346939463
1.28193279,Quercus variabilis,1.202215776
1.28193279,Quercus variabilis,1.204119983
1.28193279,Quercus wutaishanica,1.3232521
1.28193279,Quercus wutaishanica,1.324282455
1.28193279,Rhododendron mariesii,1.136403448
1.28193279,Rhododendron mariesii,1.136720567
1.328514221,Sophora davidii,1.551828011
1.328514221,Rosa hugonis,1.124373786
1.328514221,Forsythia suspensa,1.195705975
1.285075061,Artemisia argyi,1.373463722
1.232215157,Cryptocarya chinensis,1.167317335
1.232215157,Cryptocarya chinensis,1.176091259
1.232215157,Cryptocarya chinensis,1.212187604
1.232215157,Dimocarpus longan,1.146128036
1.232215157,Dimocarpus longan,1.198657087
1.232215157,Leucaena leucocephala,1.509202522
1.232215157,Leucaena leucocephala,1.615950052
1.232215157,Leucaena leucocephala,1.687528961
1.237329032,Quercus fabri,1.258062312
1.237329032,Rhus chinensis,1.264345507
1.237329032,Loropetalum chinense,1.100611753
1.211302322,Castanopsis carlesii,1.193124598
1.211302322,Cryptocarya chinensis,1.127104798
1.211302322,Dimocarpus longan,1.206825876
1.211302322,Psychotria rubra,1.11058971
1.211302322,Pterospermum heterophyllum,1.36361198
1.211302322,Rhodomyrtus tomentosa,1.037426498
1.211302322,Ternstroemia gymnanthera,0.995635195
1.35877813,Rhodomyrtus tomentosa,1.093421685
1.276302858,Artemisia ordosica,1.409933123
1.276302858,Glycyrrhiza uralensis,1.303196057
1.276302858,Leymus secalinus,1.149219113
1.201102386,Casuarina equisetifolia,1.218535505
1.201102386,Cryptocarya chinensis,1.346352974
1.201102386,Dicranopteris dichotoma,1.248218561
1.201102386,Dodonaea viscosa,1.314288661
1.201102386,Phyllanthus emblica,1.228400359
1.201102386,Psychotria rubra,1.205204364
1.201102386,Pterospermum heterophyllum,1.159867847
1.201102386,Rhodomyrtus tomentosa,1.089905111
1.201102386,Schima superba,1.035029282
1.201102386,Vitex negundo,1.702171951
1.250237655,Rhus chinensis,1.216113097
1.250237655,Ziziphus jujuba var. spinosa,1.265124553
1.250237655,Coriaria nepalensis,1.123296173
1.394118503,Achnatherum splendens,1.26245109
1.394118503,Betula fruticosa,1.164352856
