log_leafN_sitemean,Species,log_leafN
1.40971118,Acanthopanax senticosus,1.5289167
1.40971118,Acer mono,1.42975228
1.40971118,Acer mono,1.46686762
1.40971118,Acer mono,1.471291711
1.40971118,Acer mono,1.478566496
1.40971118,Acer truncatum,1.184691431
1.40971118,Acer truncatum,1.269512944
1.40971118,Acer truncatum,1.431363764
1.40971118,Betula platyphylla,1.274157849
1.40971118,Betula platyphylla,1.281033367
1.40971118,Betula platyphylla,1.401400541
1.40971118,Betula platyphylla,1.506505032
1.40971118,Betula platyphylla,1.511883361
1.40971118,Corylus heterophylla,1.292256071
1.40971118,Corylus heterophylla,1.344392274
1.40971118,Corylus heterophylla,1.356025857
1.40971118,Corylus heterophylla,1.369215857
1.40971118,Corylus heterophylla,1.385606274
1.40971118,Euonymus alatus,1.330413773
1.40971118,Euonymus alatus,1.334453751
1.40971118,Euonymus alatus,1.340444115
1.40971118,Euonymus alatus,1.383815366
1.40971118,Euonymus alatus,1.442479769
1.40971118,Fraxinus mandschurica,1.463892989
1.40971118,Fraxinus mandschurica,1.472756449
1.40971118,Fraxinus mandschurica,1.541579244
1.40971118,Fraxinus mandschurica,1.580924976
1.40971118,Fraxinus mandschurica,1.587710965
1.40971118,Larix gmelini,1.222716471
1.40971118,Larix gmelini,1.305351369
1.40971118,Larix gmelini,1.311753861
1.40971118,Larix gmelini,1.318063335
1.40971118,Larix gmelini,1.326335861
1.40971118,Lespedeza bicolor,1.555094449
1.40971118,Lespedeza bicolor,1.588831726
1.40971118,Lespedeza bicolor,1.599883072
1.40971118,Lespedeza bicolor,1.614897216
1.40971118,Lespedeza bicolor,1.648360011
1.40971118,Lonicera maackii,1.334453751
1.40971118,Lonicera maackii,1.361727836
1.40971118,Lonicera maackii,1.365487985
1.40971118,Lonicera maackii,1.378397901
1.40971118,Lonicera maackii,1.380211242
1.40971118,Maackia amurensis,1.501059262
1.40971118,Maackia amurensis,1.551449998
1.40971118,Maackia amurensis,1.580924976
1.40971118,Maackia amurensis,1.586587305
1.40971118,Maackia amurensis,1.611723308
1.40971118,Philadelphus schrenkii,1.442479769
1.40971118,Philadelphus schrenkii,1.547774705
1.40971118,Philadelphus schrenkii,1.564666064
1.40971118,Philadelphus schrenkii,1.574031268
1.40971118,Philadelphus schrenkii,1.603144373
1.40971118,Pinus koraiensis,1.079181246
1.40971118,Pinus koraiensis,1.123851641
1.40971118,Pinus koraiensis,1.155336037
1.40971118,Pinus koraiensis,1.173186268
1.40971118,Pinus koraiensis,1.193124598
1.40971118,Populus koreana,1.230448921
1.40971118,Populus koreana,1.294466226
1.40971118,Populus koreana,1.340444115
1.40971118,Populus koreana,1.396199347
1.40971118,Populus koreana,1.450249108
1.40971118,Prunus padus,1.31386722
1.40971118,Prunus padus,1.376576957
1.40971118,Prunus padus,1.382017043
1.40971118,Quercus mongolica,1.399673721
1.40971118,Quercus mongolica,1.419955748
1.40971118,Quercus mongolica,1.432969291
1.40971118,Quercus mongolica,1.457881897
1.40971118,Quercus mongolica,1.481442629
1.40971118,Salix rorida,1.235528447
1.40971118,Salix rorida,1.243038049
1.40971118,Salix rorida,1.271841607
1.40971118,Salix rorida,1.274157849
1.40971118,Salix rorida,1.309630167
1.40971118,Sambucus williamsii,1.5289167
1.40971118,Sambucus williamsii,1.671172843
1.40971118,Sambucus williamsii,1.698100546
1.40971118,Sambucus williamsii,1.703291378
1.40971118,Sambucus williamsii,1.704150517
1.40971118,Schisandra chinensis,1.383815366
1.40971118,Schisandra chinensis,1.392696953
1.40971118,Schisandra chinensis,1.394451681
1.40971118,Schisandra chinensis,1.404833717
1.40971118,Schisandra chinensis,1.414973348
1.40971118,Sorbaria sorbifolia,1.356025857
1.40971118,Sorbaria sorbifolia,1.436162647
1.40971118,Sorbaria sorbifolia,1.447158031
1.40971118,Sorbaria sorbifolia,1.499687083
1.40971118,Sorbaria sorbifolia,1.523746467
1.40971118,Tilia amurensis,1.474216264
1.40971118,Tilia amurensis,1.475671188
1.40971118,Tilia amurensis,1.484299839
1.40971118,Tilia amurensis,1.514547753
1.40971118,Tilia amurensis,1.517195898
1.40971118,Tilia mandshurica,1.318063335
1.40971118,Tilia mandshurica,1.374748346
1.40971118,Tilia mandshurica,1.394451681
1.40971118,Tilia mandshurica,1.397940009
1.40971118,Tilia mandshurica,1.457881897
1.40971118,Ulmus japonica,1.230448921
1.40971118,Ulmus japonica,1.328379603
1.40971118,Ulmus japonica,1.359835482
1.40971118,Ulmus japonica,1.367355921
1.40971118,Ulmus japonica,1.434568904
1.40971118,Ulmus macrocarpa,1.390935107
1.40971118,Ulmus macrocarpa,1.421603927
1.40971118,Ulmus macrocarpa,1.480006943
1.40971118,Ulmus macrocarpa,1.480006943
1.40971118,Vitis amurensis,1.426511261
1.40971118,Vitis amurensis,1.472756449
1.40971118,Vitis amurensis,1.505149978
1.28982946,Festuca rubra,1.147367108
1.28982946,Festuca rubra,1.230959556
1.28982946,Festuca rubra,1.246990699
1.28982946,Festuca rubra,1.26245109
1.28982946,Holcus lanatus,1.18582536
1.28982946,Holcus lanatus,1.298197867
1.28982946,Holcus lanatus,1.314499228
1.28982946,Molinia caerulea,1.295347148
1.28982946,Molinia caerulea,1.332034277
1.28982946,Molinia caerulea,1.380753771
1.28982946,Molinia caerulea,1.408239965
1.28982946,Rumex acetosa,1.516138577
1.137572687,Eucalyptus socialis,1.085647288
1.190924263,Eucalyptus socialis,1.11058971
1.27737565,Dodonaea viscosa,1.252853031
1.27737565,Dodonaea viscosa,1.344392274
1.27737565,Dodonaea viscosa,1.354108439
1.220012406,Abies alba,1.235528447
1.220012406,Acer platanoides,1.209515015
1.220012406,Acer pseudoplatanus,1.342422681
1.220012406,Betula pendula,1.278753601
1.220012406,Carpinus betulus,1.271841607
1.220012406,Fagus sylvatica,1.338456494
1.220012406,Larix decidua,1.257678575
1.220012406,Picea abies,1.075546961
1.220012406,Pinus nigra,1.071882007
1.220012406,Pinus sylvestris,1.120573931
1.220012406,Pseudotsuga menziesii,1.033423755
1.220012406,Quercus robur,1.269512944
1.220012406,Quercus robur,1.303196057
1.220012406,Tilia cordata,1.271841607
1.250150587,Festuca ovina,0.939519253
1.250150587,Festuca ovina,0.954242509
1.250150587,Festuca ovina,0.995635195
1.250150587,Festuca ovina,1
1.250150587,Festuca ovina,1.021189299
1.250150587,Festuca ovina,1.071882007
1.250150587,Festuca ovina,1.250420002
1.250150587,Polygonum viviparum,1.564666064
1.250150587,Polygonum viviparum,1.5774918
1.250150587,Polygonum viviparum,1.600972896
1.250150587,Polygonum viviparum,1.606381365
1.250150587,Polygonum viviparum,1.618048097
1.250150587,Polygonum viviparum,1.641474111
0.879533058,Leucadendron salignum,0.766412847
0.824358595,Protea laurifolia,1.01911629
0.837724154,Leucadendron salignum,0.7930916
0.837724154,Protea repens,0.743509765
0.761834682,Leucadendron salignum,0.638489257
0.873772239,Leucadendron salignum,0.859738566
0.71482043,Leucadendron salignum,0.725911632
0.71482043,Protea laurifolia,0.736396502
0.71482043,Protea repens,0.607455023
1.460173607,Agrostis stolonifera,1.480150725
1.460173607,Potentilla anserina,1.41713941
1.436384146,Carex hirta,1.384174139
1.355765743,Galium verum,1.317854489
1.355765743,Populus tremula,1.499136995
1.355765743,Quercus robur,1.412796429
1.301195756,Quercus robur,1.409425869
1.301195756,Rubus caesius,1.168497484
1.301195756,Swida sanguinea,1.325925956
1.457976947,Alnus glutinosa,1.379486814
1.457976947,Sorbus aucuparia,1.368100852
1.457976947,Urtica dioica,1.678973376
1.292735763,Carex hirta,1.128722284
1.292735763,Fraxinus angustifolia Vahl,1.333447274
1.292735763,Galium verum,1.193124598
1.292735763,Prunus spinosa,1.398113692
1.327982585,Fraxinus angustifolia Vahl,1.348888723
1.327982585,Phalaris arundinacea,1.441380885
1.327982585,Urtica dioica,1.427648371
1.447042662,Alnus glutinosa,1.489536629
1.447042662,Crataegus monogyna,1.274157849
1.447042662,Rubus caesius,1.419955748
1.266303994,Anthoxanthum odoratum,1.3232521
1.266303994,Dactylis glomerata,1.186391216
1.266303994,Dactylis glomerata,1.202215776
1.266303994,Dactylis glomerata,1.256717746
1.266303994,Plantago lanceolata,1.061829307
1.266303994,Plantago lanceolata,1.126131407
1.266303994,Rumex acetosella,1.114277297
1.286236569,Agrostis stolonifera,1.51054501
1.286236569,Phalaris arundinacea,1.157456768
1.510341623,Rubus caesius,1.444357126
1.510341623,Sambucus nigra,1.533644979
1.510341623,Swida sanguinea,1.457881897
1.407762277,Phalaris arundinacea,1.325515663
1.407762277,Rubus caesius,1.356217134
1.321116121,Quercus robur,1.32407658
1.321116121,Salix caprea,1.318897715
1.321116121,Tilia cordata,1.340444115
1.349057813,Corylus avellana,1.419404963
1.349057813,Crataegus monogyna,1.292256071
1.156489342,Alnus glutinosa,1.411619706
1.156489342,Betula pendula,0.937016107
1.156489342,Betula pendula,1.027757205
1.156489342,Corylus avellana,1.103803721
1.156489342,Fraxinus excelsior,1.348304863
1.156489342,Fraxinus excelsior,1.283301229
1.156489342,Populus tremula,1.117271296
1.156489342,Populus tremula,1.022840611
1.368463121,Dactylis glomerata,1.44870632
1.368463121,Prunus spinosa,1.344392274
1.334908948,Agrostis stolonifera,1.584670384
1.334908948,Calamagrostis epigejos,1.231214648
1.334908948,Calamagrostis epigejos,1.3872118
1.334908948,Carex arenaria,1.188365926
1.334908948,Eleocharis palustris,1.537819095
1.334908948,hippophae rhamnoides,1.323664536
1.334908948,hippophae rhamnoides,1.415474168
1.334908948,Hydrocotyle vulgaris,1.327971624
1.334908948,Mentha aquatica,1.255031163
1.334908948,Rubus caesius,1.196452542
1.334908948,Rubus caesius,1.219322508
1.31322336,Calamagrostis epigejos,1.263636069
1.31322336,Carex arenaria,1.2509077
1.31322336,Carex arenaria,1.300812794
1.31322336,Carex arenaria,1.33264041
1.31322336,Carex flacca,1.174059808
1.31322336,Carex flacca,1.291812687
1.31322336,Eleocharis palustris,1.276231958
1.31322336,Festuca rubra,1.164352856
1.31322336,Festuca rubra,1.206556044
1.31322336,hippophae rhamnoides,1.308777774
1.31322336,hippophae rhamnoides,1.432809005
1.31322336,Holcus lanatus,1.235023159
1.31322336,Holcus lanatus,1.384711743
1.31322336,Holcus lanatus,1.440436766
1.31322336,Hydrocotyle vulgaris,1.190331698
1.31322336,Hydrocotyle vulgaris,1.409595019
1.31322336,Lotus corniculatus,1.467756051
1.31322336,Lotus corniculatus,1.520876382
1.31322336,Mentha aquatica,1.162564407
1.31322336,Mentha aquatica,1.2929203
1.31322336,Mentha aquatica,1.372912003
1.31322336,Rubus caesius,1.256236533
1.238672178,Agrostis stolonifera,1.306853749
1.238672178,Calamagrostis epigejos,1.205204364
1.238672178,Carex arenaria,1.275080898
1.238672178,Carex flacca,1.106870544
1.238672178,Eleocharis palustris,1.120573931
1.238672178,Holcus lanatus,1.186391216
1.238672178,Holcus lanatus,1.375114685
1.238672178,Hydrocotyle vulgaris,1.237543738
1.238672178,Hydrocotyle vulgaris,1.422097163
1.238672178,Lotus corniculatus,1.461648568
1.238672178,Lotus corniculatus,1.463146137
1.238672178,Mentha aquatica,0.979548375
1.238672178,Mentha aquatica,1.067070856
1.238672178,Mentha aquatica,1.203032887
1.238672178,Salix repens,1.113274692
1.238672178,Salix repens,1.157456768
1.238672178,Salix repens,1.24674471
1.238672178,Salix repens,1.368844507
1.297630159,Calamagrostis epigejos,1.307923704
1.297630159,Carex flacca,1.337858429
1.297630159,Eleocharis palustris,1.089551883
1.297630159,Holcus lanatus,1.462397998
1.297630159,Hydrocotyle vulgaris,1.104828404
1.297630159,Lotus corniculatus,1.456973014
1.297630159,Salix repens,1.152594078
1.30104373,Calamagrostis epigejos,1.493876111
1.30104373,Festuca rubra,1.206556044
1.30104373,Galium verum,1.307496038
1.30104373,hippophae rhamnoides,1.345177617
1.30104373,hippophae rhamnoides,1.380211242
1.30104373,Salix repens,1.139564266
1.30104373,Salix repens,1.186673867
1.241141733,Carex arenaria,1.206015877
1.241141733,Carex arenaria,1.232233521
1.241141733,hippophae rhamnoides,1.312811826
1.241141733,Rubus caesius,1.185258765
1.241141733,Rubus caesius,1.211120541
1.241141733,Salix repens,1.341632336
1.270738573,Agrostis stolonifera,1.285782274
1.270738573,Agrostis stolonifera,1.423245874
1.270738573,Holcus lanatus,1.349083169
1.270738573,Holcus lanatus,1.380211242
1.270738573,Lotus corniculatus,1.502153893
1.270738573,Mentha aquatica,1.089905111
1.270738573,Salix repens,1.171141151
1.451514703,Calamagrostis epigejos,1.356408327
1.451514703,Carex arenaria,1.356599436
1.451514703,Crataegus monogyna,1.262925469
1.451514703,Crataegus monogyna,1.373279893
1.451514703,Quercus robur,1.414304688
1.451514703,Rubus caesius,1.337858429
1.451514703,Sambucus nigra,1.557386882
1.451514703,Urtica dioica,1.654080235
1.382792508,Abies alba,1.28171497
1.382792508,Acer pseudoplatanus,1.472610198
1.382792508,Calluna vulgaris,1.160168293
1.382792508,Carex hirta,1.377852419
1.382792508,Deschampsia flexuosa,1.31386722
1.382792508,Fraxinus excelsior,1.346352974
1.382792508,Mentha aquatica,1.397940009
1.382792508,Molinia caerulea,1.310693312
1.382792508,Pinus sylvestris,1.088844563
1.382792508,Plantago lanceolata,1.315130317
1.382792508,Potentilla anserina,1.391993072
1.382792508,Quercus robur,1.470557485
1.382792508,Quercus robur,1.500099192
1.382792508,Rubus caesius,1.238547888
1.382792508,Rubus caesius,1.392169149
1.382792508,Rubus caesius,1.587037118
1.382792508,Urtica dioica,1.498034724
1.382792508,Urtica dioica,1.69019608
1.382792508,Urtica dioica,1.737351696
1.598410087,Agrostis capillaris,1.673113104
1.598410087,Anthoxanthum odoratum,1.636989102
1.598410087,Festuca ovina,1.539953842
1.598410087,Rumex acetosella,1.721810615
1.375566921,Deschampsia flexuosa,1.415140352
1.375566921,Ilex aquifolium,1.289142836
1.375566921,Quercus robur,1.499687083
1.375566921,Vaccinium myrtillus,1.341830057
1.405023305,Achillea millefolium,1.264581729
1.405023305,Dactylis glomerata,1.372727941
1.405023305,Holcus lanatus,1.366982976
1.405023305,Lotus corniculatus,1.570776369
1.405023305,Plantago lanceolata,1.258637283
1.405023305,Trifolium pratense,1.501470072
1.367220089,Betula pendula,1.411114419
1.367220089,Fagus sylvatica,1.412460547
1.367220089,Pinus sylvestris,1.245265839
1.367220089,Quercus robur,1.426023016
1.367220089,Vaccinium myrtillus,1.341236623
1.176833509,Anthoxanthum odoratum,1.307923704
1.176833509,Festuca ovina,1.153814864
1.176833509,Molinia caerulea,1.272073788
1.496015326,Agrostis capillaris,1.771807879
1.496015326,Calluna vulgaris,1.292256071
1.496015326,Deschampsia flexuosa,1.612571954
1.496015326,Pinus sylvestris,1.258876629
1.508578445,Agrostis stolonifera,1.553033016
1.508578445,Eleocharis palustris,1.386320574
1.508578445,Phalaris arundinacea,1.548143637
1.508578445,Poa annua,1.54740546
1.49154083,Agrostis stolonifera,1.481729197
1.49154083,Eleocharis palustris,1.468642668
1.49154083,Mentha aquatica,1.444981112
1.49154083,Phalaris arundinacea,1.542949849
1.520244932,Dactylis glomerata,1.632254777
1.520244932,Festuca rubra,1.479431337
1.520244932,Lolium perenne,1.559667278
1.520244932,Plantago lanceolata,1.35564305
1.520244932,Trifolium pratense,1.567261692
1.274906357,Phalaris arundinacea,1.332236415
1.473014106,Agrostis capillaris,1.562411833
1.473014106,Holcus lanatus,1.485721426
1.473014106,Rumex acetosa,1.628593256
1.377720991,Calluna vulgaris,1.234010818
1.377720991,Carex arenaria,1.35545152
1.377720991,Deschampsia flexuosa,1.37051309
1.377720991,Festuca ovina,1.351022853
1.377720991,Rumex acetosella,1.577606677
1.242387027,Deschampsia flexuosa,1.160468531
1.242387027,Fagus sylvatica,1.26599637
1.242387027,Pinus sylvestris,1.235528447
1.242387027,Quercus robur,1.321391278
1.242387027,Rubus fruticosus,1.18920949
1.242387027,Vaccinium myrtillus,1.287577809
1.231739733,Calluna vulgaris,1.221674997
1.231739733,Deschampsia flexuosa,1.330616667
1.231739733,Pinus sylvestris,1.225825991
1.231739733,Vaccinium myrtillus,1.288472801
1.231739733,Vaccinium vitis-idaea,1.102433706
1.290260116,Achillea millefolium,1.318063335
1.290260116,Dactylis glomerata,1.164352856
1.290260116,Dactylis glomerata,1.264817823
1.290260116,Dactylis glomerata,1.346352974
1.290260116,Trifolium pratense,1.390935107
1.290260116,Trifolium pratense,1.431363764
1.328495763,Picea abies,1.236285277
1.328495763,Picea abies,1.20790353
1.328495763,Picea abies,1.163161375
1.328495763,Picea abies,1.182414652
1.328495763,Picea abies,1.212453961
1.328495763,Picea sitchensis,1.264817823
1.328495763,Picea sitchensis,1.273464273
1.328495763,Picea sitchensis,1.202215776
1.328495763,Picea sitchensis,1.236789099
1.328495763,Picea sitchensis,1.248953615
1.328495763,Pseudotsuga menziesii,1.474070503
1.328495763,Pseudotsuga menziesii,1.324488233
1.328495763,Pseudotsuga menziesii,1.373831145
1.328495763,Pseudotsuga menziesii,1.353916231
1.328495763,Quercus robur,1.396896449
1.328495763,Quercus robur,1.477555332
1.328495763,Quercus robur,1.451018452
1.328495763,Quercus robur,1.466571072
1.328495763,Fagus sylvatica,1.411788005
1.328495763,Fagus sylvatica,1.409933123
1.328495763,Fagus sylvatica,1.420945406
1.328495763,Fagus sylvatica,1.437433444
1.496070884,Potentilla bifurca,1.503336638
1.496070884,Stipa glareosa,1.359202861
1.597428329,Stipa glareosa,1.599519189
1.283783864,Gardenia jasminoides,1.181843588
1.283783864,Mangifera indica,1.225309282
1.283783864,Psidium guajava,1.238046103
1.283783864,Ziziphus jujuba,1.245512668
1.466956448,Orinus thoroldii,1.381415943
1.466956448,Stipa gobica,1.243864489
1.303654151,Kobresia macrantha,1.272615061
1.303654151,Orinus thoroldii,1.283301229
1.303654151,Potentilla bifurca,1.213960237
1.303654151,Stipa gobica,1.088726564
1.323653146,Ceratoides latens,1.209515015
1.323653146,Ceratoides latens,1.442479769
1.323653146,Chloris virgata,1.240549248
1.323653146,Nitraria sibirica,1.617000341
1.323653146,Nitraria sibirica,1.617000341
1.323653146,Reaumuria songarica,1.193124598
1.323653146,Reaumuria songarica,1.418301291
1.453077386,Kobresia capillifolia,1.33243846
1.397030929,Halostachys caspica,1.444044796
1.397030929,Kalidium foliatum,1.230448921
1.275551052,Festuca ovina,1.257678575
1.275551052,Kobresia robusta,1.285557309
1.249034172,Leymus secalinus,1.419955748
1.249034172,Leymus secalinus,1.431363764
1.249034172,Phragmites communis,1.250420002
1.249034172,Phragmites communis,1.257678575
1.249034172,Phragmites communis,1.257678575
1.249034172,Phragmites communis,1.264817823
1.249034172,Salicornia europaea,1.149219113
1.414805489,Potentilla parvifolia,1.348953548
1.414805489,Rumex acetosa,1.636738571
1.492608003,Kobresia humilis,1.462397998
1.492608003,Kobresia parva,1.430827267
1.492608003,Koeleria cristata,1.416640507
1.492608003,Oxytropis ochrocephala,1.694166296
1.318189841,Potentilla glabra,1.230448921
1.318189841,Rhododendron thymifolium,1.253661021
1.318189841,Salix oritrepha,1.464265934
1.318189841,Spiraea alpina,1.276461804
1.277720457,Rhododendron thymifolium,1.246334417
1.277720457,Salix oritrepha,1.272769587
1.383414236,Ligularia virgaurea,1.227886705
1.383414236,Stellera chamaejasme,1.541579244
1.273961971,Elymus nutans,0.934498451
1.273961971,Elymus nutans,1.222716471
1.273961971,Elymus nutans,1.401400541
1.273961971,Festuca ovina,1.017033339
1.273961971,Kobresia capillifolia,1.36361198
1.273961971,Kobresia capillifolia,1.411619706
1.273961971,Kobresia pygmaea,1.371067862
1.273961971,Poa annua,1.281033367
1.273961971,Polygonum viviparum,1.23299611
1.273961971,Polygonum viviparum,1.264817823
1.273961971,Potentilla anserina,1.409933123
1.273961971,Potentilla anserina,1.506505032
1.273961971,Rhododendron fastigiatum,1.315970345
1.388759724,Reaumuria soongorica,1.353704704
1.388759724,Salsola collina,1.340027468
1.388759724,Ceratoides latens,1.489635098
1.388759724,Nitraria tangutorum,1.438637266
1.218237134,Stipa purpurea,1.173186268
1.218237134,Potentilla bifurca,1.181843588
1.218237134,Kobresia robusta,1.227115083
1.218237134,Artemisia frigida,1.247973266
1.304657696,Elymus nutans,1.243781916
1.304657696,Polygonum viviparum,1.376576957
1.343127764,Festuca ovina,1.26245109
1.343127764,Poa annua,1.328379603
1.343127764,Koeleria cristata,1.337858429
1.451448485,Gentiana straminea,1.457881897
1.451448485,Oxytropis ochrocephala,1.625312451
1.451448485,Polygonum viviparum,1.496929648
1.451448485,Potentilla parvifolia,1.341434525
1.451448485,Salix oritrepha,1.495544338
1.451448485,Spiraea alpina,1.413299764
